,price,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month,amenities_length
7953,510,181278198,Yuen Long,22.51155588641879,114.06268765334958,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,20
7954,981,73930330,Central & Western,22.286008583694354,114.14891187272987,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,100.0,10.0,0.37,14
7955,628,57720330,Yau Tsim Mong,22.311393805236975,114.17219029712471,Other,Private room,2,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,12
7956,1868,182341872,Yau Tsim Mong,22.302709382058424,114.17612095755548,Other,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,18
7957,1978,182341872,Yau Tsim Mong,22.30130356842207,114.1753394071873,Other,Private room,2,1.0,1.0,1.0,Real Bed,1,100.0,8.0,1.0,17
7958,1978,182341872,Yau Tsim Mong,22.300574512530922,114.17613393352529,Other,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,17
7959,502,36421161,Tsuen Wan,22.396076834761978,114.11004084991622,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,100.0,10.0,0.37,15
7961,698,34186903,Sham Shui Po,22.33958666683325,114.14221555531222,Apartment,Entire home/apt,6,1.0,0.0,4.0,Real Bed,11,98.0,8.0,4.07,22
7962,471,125725695,Wan Chai,22.276686069901412,114.18522781250203,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,80.0,10.0,0.67,12
7963,298,181196935,Yau Tsim Mong,22.311199839020944,114.17208860994724,Apartment,Private room,1,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,7
7964,620,127499668,Tuen Mun,22.411238639658666,113.98338968127865,Condominium,Entire home/apt,5,1.0,2.0,3.0,Real Bed,2,90.0,8.0,0.82,23
7965,738,116466993,Tuen Mun,22.397062025959944,113.97758582036148,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,23
7966,1891,97467048,Yau Tsim Mong,22.30234725567155,114.17436406813177,Condominium,Entire home/apt,8,2.0,4.0,4.0,Real Bed,2,90.0,10.0,0.9,17
7967,345,24706396,Central & Western,22.281639802935228,114.155115449269,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,9,100.0,10.0,3.03,20
7968,989,38353445,Central & Western,22.28507200093736,114.14070348241749,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,0.0,0.0,0.38,13
7969,816,3944865,Central & Western,22.284504883396078,114.12838808980835,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,100.0,10.0,0.41,4
7970,997,183844752,Yau Tsim Mong,22.31666329089261,114.16677153239736,Apartment,Entire home/apt,9,1.0,2.0,4.0,Real Bed,8,100.0,10.0,2.76,11
7971,1185,158112976,Yuen Long,22.51396840837661,114.0624939461592,Condominium,Entire home/apt,9,3.0,5.0,5.0,Real Bed,9,100.0,9.0,3.33,31
7972,1201,10171189,Wan Chai,22.28029074620607,114.18256144435793,Apartment,Entire home/apt,9,1.0,2.0,5.0,Real Bed,10,78.0,10.0,3.9,18
7973,934,21591327,Yau Tsim Mong,22.30420365755898,114.17084841494278,Apartment,Entire home/apt,8,1.0,2.0,2.0,Real Bed,1,100.0,10.0,0.37,13
7974,714,181247292,Kwai Tsing,22.348950261229746,114.1144064766753,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,22
7975,722,183265353,Tuen Mun,22.38919319572188,113.98386798447838,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,0,0.0,0.0,0.0,21
7976,251,74885438,Sham Shui Po,22.338382078969854,114.15484997420015,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,13
7977,188,43660326,Wan Chai,22.278260553906478,114.17657700018565,Apartment,Private room,1,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,13
7978,487,184047946,Wan Chai,22.275673543504144,114.17196790253885,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,100.0,10.0,1.1,19
7979,596,184047946,Wan Chai,22.274345102015985,114.17220630315613,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,2,100.0,10.0,0.75,18
7980,471,102955633,Yuen Long,22.509835824854946,114.06207553143162,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,8,91.0,10.0,3.58,15
7981,997,21998938,Central & Western,22.2797909865267,114.15437961272157,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,80.0,8.0,1.0,10
7982,981,184230430,Yau Tsim Mong,22.32080313883235,114.16787392831716,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,7,94.0,10.0,2.92,27
7983,377,184154586,Sai Kung,22.29356280932145,114.27171050819805,Other,Private room,2,1.0,1.0,1.0,Real Bed,4,100.0,10.0,1.76,26
7984,1303,101342921,Wan Chai,22.279614621225015,114.17685336398428,Condominium,Entire home/apt,10,3.0,3.0,5.0,Real Bed,9,98.0,10.0,3.75,17
7985,196,7203180,Islands,22.22129870824963,114.10602375448187,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,18
7986,989,979522,Central & Western,22.286227256989516,114.14726275972212,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,4,100.0,10.0,1.67,9
7987,502,184336659,Yau Tsim Mong,22.29739501077701,114.17131123588369,Apartment,Shared room,4,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,12
7988,1099,24706396,Central & Western,22.283120971400795,114.15437466346457,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,3,87.0,10.0,1.25,16
7989,1303,5443327,Islands,22.29474560502901,114.02000175984486,Condominium,Entire home/apt,6,2.0,3.0,3.0,Real Bed,0,0.0,0.0,0.0,15
7990,895,183878814,Sha Tin,22.38109906513512,114.21827987059191,Other,Entire home/apt,6,2.0,3.0,4.0,Real Bed,0,0.0,0.0,0.0,14
7991,502,10742103,Yau Tsim Mong,22.32183237393545,114.16742749998163,Condominium,Entire home/apt,2,1.0,1.0,2.0,Other,0,0.0,0.0,0.0,28
7992,314,64778764,Kowloon City,22.326655134128746,114.17813617335501,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,16,95.0,10.0,5.71,19
7993,361,20971181,Central & Western,22.287335634612003,114.14164091070705,Apartment,Private room,1,1.0,2.0,1.0,Real Bed,2,100.0,10.0,0.71,12
7994,377,184154586,Sai Kung,22.293052360578013,114.27255578317991,Other,Private room,2,1.0,1.0,1.0,Real Bed,4,95.0,10.0,1.56,16
7995,298,44486996,Kwai Tsing,22.345233215896076,114.1365610144029,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,100.0,10.0,0.67,9
7996,879,74268379,Yau Tsim Mong,22.317131243276773,114.17185868977651,Condominium,Entire home/apt,5,1.0,2.0,3.0,Real Bed,16,99.0,10.0,5.78,47
7997,275,184729919,Sai Kung,22.29599844295797,114.27263705700443,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,4
7998,848,172449917,Central & Western,22.27540191287905,114.1612652604955,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,20
7999,1499,61712348,Sham Shui Po,22.32757514809586,114.1652526035485,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,12
8000,259,116364906,Yau Tsim Mong,22.316104534281372,114.16893206697418,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,5,76.0,10.0,2.11,19
8001,424,104901473,Wan Chai,22.270805359871684,114.1857297781671,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,12
8002,997,3751775,Wan Chai,22.27024437674576,114.18499375903843,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,2,90.0,10.0,2.0,32
8003,761,184047946,Wan Chai,22.275978545194985,114.1719996784346,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,4,95.0,10.0,1.56,16
8004,1680,105011746,Yau Tsim Mong,22.299593995241093,114.17539047834869,Apartment,Entire home/apt,16,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,20
8005,596,57378550,Central & Western,22.286528434916182,114.14740794936891,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,3,100.0,9.0,1.53,22
8006,267,29605768,Kwun Tong,22.31581259640721,114.22366570067518,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,3,100.0,8.0,1.23,19
8007,848,46029635,Central & Western,22.28609037345769,114.14185741472885,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,18
8008,228,131634287,Yau Tsim Mong,22.304234880477143,114.16990154416392,Other,Private room,1,2.0,1.0,1.0,Real Bed,7,94.0,9.0,3.18,9
8009,353,8860799,Central & Western,22.282768634628077,114.15255728052057,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,4,100.0,10.0,2.0,12
8010,298,167638445,Kowloon City,22.30336228315703,114.19000218898712,House,Private room,2,1.0,0.0,1.0,Real Bed,1,80.0,10.0,0.39,5
8011,997,38802719,Central & Western,22.281955045831214,114.15416308234416,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,100.0,10.0,1.23,19
8012,502,35832284,Islands,22.27022802252425,113.98901844371152,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,4,100.0,10.0,1.62,35
8013,1099,47017992,Tuen Mun,22.376853606823573,113.98747261904026,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,0,0.0,0.0,0.0,35
8014,824,59742841,Yau Tsim Mong,22.301580408631054,114.16900577751447,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,5,96.0,10.0,2.05,32
8015,353,28321953,Yuen Long,22.462364107447463,114.02296387541115,Other,Entire home/apt,4,1.0,0.0,2.0,Real Bed,0,0.0,0.0,0.0,12
8016,353,157873184,North,22.535358089392943,114.12092901340813,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,80.0,10.0,0.44,11
8017,1279,185109283,Central & Western,22.282131152585606,114.15133714303316,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,13
8018,345,157873184,North,22.53565778829945,114.12104384986002,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,70.0,9.0,1.67,13
8019,879,184230430,Yau Tsim Mong,22.324280987463624,114.16718616122705,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,100.0,10.0,0.79,27
8020,353,116364906,Yau Tsim Mong,22.29825896942416,114.17696317187419,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,2,100.0,9.0,2.0,19
8021,235,185249474,Sai Kung,22.38325164689768,114.27337015038349,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,100.0,10.0,0.4,17
8022,502,50553640,Wan Chai,22.2775062959942,114.17844592342465,Apartment,Private room,1,1.0,0.0,1.0,Real Bed,2,100.0,10.0,0.97,14
8023,2300,37390697,Eastern,22.280720330709613,114.19369942390965,Apartment,Entire home/apt,6,2.5,4.0,5.0,Real Bed,2,100.0,10.0,0.82,19
8024,1876,170467813,Tuen Mun,22.418445288165803,113.98508308490959,Other,Private room,6,1.0,0.0,3.0,Real Bed,0,0.0,0.0,0.0,23
8025,1860,170469107,Islands,22.234236461748214,113.94686348389428,Other,Private room,5,1.0,0.0,2.0,Real Bed,0,0.0,0.0,0.0,24
8026,353,100333145,Wan Chai,22.28076705373465,114.18516211371036,Condominium,Private room,1,1.0,0.0,1.0,Real Bed,6,90.0,10.0,2.54,26
8027,903,185139425,Eastern,22.291928344281963,114.20276662238977,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,13
8028,361,185321368,Wan Chai,22.275894261480442,114.16951769039413,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,54
8029,377,161424349,Kowloon City,22.307388108109336,114.18313565189736,Apartment,Private room,4,1.0,0.0,3.0,Real Bed,0,0.0,0.0,0.0,19
8030,345,116912386,Sha Tin,22.379863081912035,114.21749802952075,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,13
8031,447,93235880,Yuen Long,22.44946231633033,114.09430631482674,Other,Private room,4,2.0,4.0,3.0,Real Bed,4,95.0,8.0,1.69,30
8032,628,176736107,Yuen Long,22.516322073412947,114.07114300750004,Condominium,Entire home/apt,5,1.0,3.0,3.0,Real Bed,2,100.0,10.0,0.78,50
8033,392,38156634,Wan Chai,22.27883804350802,114.17269193266488,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,29
8034,801,185470951,Tsuen Wan,22.36687275464852,114.11846431590031,Other,Shared room,1,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,9
8035,848,98834567,Central & Western,22.281739827042237,114.15124322265352,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,2,100.0,10.0,1.02,18
8036,997,91320654,Yau Tsim Mong,22.320872892909627,114.1718199670453,Other,Private room,4,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,22
8037,793,13286990,Central & Western,22.282660264055234,114.15397392461216,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,0.0,0.0,0.5,14
8038,188,97078499,North,22.535847028182307,114.12464963957608,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,0,0.0,0.0,0.0,21
8039,691,185589626,Yuen Long,22.504555460067426,114.06006935963941,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,19
8041,220,83285174,Central & Western,22.285457944600314,114.1370331018986,Condominium,Private room,4,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,14
8042,691,185589626,Yuen Long,22.506106908819294,114.05868160183692,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,22
8043,447,185625792,Yau Tsim Mong,22.300648620698556,114.18553304273432,Other,Private room,1,1.0,2.0,1.0,Real Bed,0,0.0,0.0,0.0,32
8044,596,1031785,Central & Western,22.28787018006764,114.1417748489548,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1,100.0,10.0,1.0,12
8045,432,185637608,Central & Western,22.287438585624887,114.14010199729435,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,100.0,10.0,0.59,11
8046,549,1392889,Central & Western,22.284201760938245,114.14820101851959,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,5,88.0,8.0,2.27,8
8047,801,185625792,Yau Tsim Mong,22.29974780534668,114.18342885423748,Other,Shared room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,18
8048,1303,6835975,Islands,22.29162178937655,113.94273199442112,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,20
8049,377,180769747,Eastern,22.29244447336953,114.207310154729,Condominium,Entire home/apt,1,1.0,1.0,1.0,Real Bed,1,100.0,10.0,1.0,20
8050,463,21591327,Yau Tsim Mong,22.305915075294152,114.17092729460873,Hostel,Private room,4,1.0,0.0,2.0,Real Bed,1,100.0,10.0,1.0,16
8051,385,21591327,Yau Tsim Mong,22.304899188137583,114.17241097166016,Hostel,Private room,3,1.0,0.0,1.0,Real Bed,3,80.0,9.0,1.96,12
8052,589,71610186,Yau Tsim Mong,22.31769213303377,114.16918246461216,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,5,92.0,10.0,2.24,18
8053,400,180610103,Yau Tsim Mong,22.29711242113337,114.17219161270245,Other,Private room,4,1.0,1.0,2.0,Real Bed,1,80.0,10.0,0.79,20
8054,447,180769747,Eastern,22.290819323580536,114.20657396971774,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,100.0,10.0,2.0,13
8055,903,43777633,Central & Western,22.284411754113908,114.15391428532145,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,80.0,10.0,0.42,10
8056,502,23917084,Central & Western,22.2857487183907,114.13552121018257,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,100.0,8.0,1.0,10
8057,330,170881415,Yau Tsim Mong,22.29643576224885,114.17261912542835,Other,Private room,2,1.0,1.0,2.0,Real Bed,4,90.0,10.0,1.79,17
8058,118,185806726,Sha Tin,22.422098547932013,114.23685454034701,Condominium,Shared room,1,1.0,1.0,1.0,Real Bed,2,100.0,10.0,1.36,10
8059,298,167618745,Islands,22.27177189455907,113.99981441704278,Other,Private room,2,1.0,1.0,1.0,Real Bed,5,92.0,9.0,2.0,21
8060,903,22938486,Central & Western,22.283616966801347,114.1488570739385,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,9
8061,502,82353670,Central & Western,22.285266272086805,114.13204238549307,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,100.0,10.0,0.83,11
8062,400,185554278,Yuen Long,22.451270500915726,113.98901364974961,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,100.0,8.0,0.42,8
8063,557,185807370,Yau Tsim Mong,22.29732458255709,114.17447173923831,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,13,89.0,10.0,5.42,27
8064,997,57066921,Sham Shui Po,22.3267230792034,114.16783235185065,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,9,98.0,10.0,5.74,47
8065,298,47331258,Tsuen Wan,22.39534779096545,114.109049154556,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,10
8066,769,185625792,Yau Tsim Mong,22.300038897465853,114.18604902862936,Other,Entire home/apt,4,1.0,2.0,3.0,Real Bed,2,100.0,10.0,1.02,37
8067,298,167618745,Islands,22.270725251073184,113.99933074770192,Other,Private room,2,1.0,0.0,1.0,Real Bed,2,100.0,9.0,1.09,20
8068,196,180610103,Yau Tsim Mong,22.295716687998926,114.17173275370651,Other,Private room,1,1.0,1.0,1.0,Real Bed,1,60.0,10.0,0.79,16
8069,1797,158050564,Kowloon City,22.33001624828156,114.18773440784493,Condominium,Entire home/apt,4,1.0,2.0,1.0,Real Bed,0,0.0,0.0,0.0,29
8070,1052,186001968,Wan Chai,22.27578370383243,114.17196451533242,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,2,90.0,10.0,0.83,7
8071,353,6110860,Yau Tsim Mong,22.309837731007413,114.17062432286137,Hostel,Private room,2,1.0,1.0,2.0,Real Bed,1,60.0,6.0,0.57,25
8072,549,25886059,Yau Tsim Mong,22.298190865802102,114.1716260535372,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,10,96.0,10.0,6.52,20
8073,400,100333145,Wan Chai,22.281459037721067,114.18637604229716,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,5,96.0,10.0,2.05,33
8074,502,14269764,Central & Western,22.286547516468772,114.15081655919916,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,2,100.0,10.0,2.0,30
8075,1303,117779016,Wan Chai,22.281048468086112,114.18433199827088,Apartment,Private room,4,2.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,10
8076,997,183844752,Yau Tsim Mong,22.32045002640747,114.16878753649112,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,3,100.0,10.0,3.0,10
8077,730,180835885,Kwun Tong,22.315848228177632,114.22697575537727,House,Shared room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,23
8078,730,180110746,Eastern,22.26193296050637,114.24892769298599,House,Private room,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,24
8079,1397,117779016,Wan Chai,22.280012425410252,114.18671081275669,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,10
8080,1648,6886280,Central & Western,22.284343930483665,114.15166004738128,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,80.0,10.0,0.41,12
8081,502,103883453,Central & Western,22.281621773955703,114.15231958700724,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,100.0,9.0,1.3,21
8082,173,176902435,Wan Chai,22.28192875900458,114.18488772753523,Apartment,Shared room,1,1.0,1.0,4.0,Real Bed,0,0.0,0.0,0.0,5
8083,1483,186193271,Sai Kung,22.275434265033113,114.29548479865505,Other,Shared room,5,1.0,1.0,3.0,Real Bed,0,0.0,0.0,0.0,24
8084,1499,7854734,Wan Chai,22.267391145309507,114.18515986735727,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,5,84.0,10.0,2.03,14
8086,589,100620292,Yuen Long,22.51591981031756,114.07347956154707,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,60.0,8.0,0.83,21
8087,353,186261763,Yau Tsim Mong,22.297486318830174,114.17363108985819,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,20.0,2.0,0.73,10
8088,730,177675586,Kwun Tong,22.30952653772123,114.23392380900893,House,Private room,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,24
8089,683,25886059,Yau Tsim Mong,22.300115575515495,114.17144986053448,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,9,98.0,10.0,4.5,17
8090,534,25886059,Yau Tsim Mong,22.297845578055163,114.17220117609641,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,10,93.0,10.0,4.48,15
8091,518,25886059,Yau Tsim Mong,22.299563409899864,114.17190171175224,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,7,97.0,10.0,3.13,15
8092,675,100620292,Yuen Long,22.517563551386466,114.07165095738186,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,2,100.0,10.0,1.67,23
8093,903,26442782,Yau Tsim Mong,22.30415118865621,114.1701243563702,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,1,80.0,10.0,0.45,12
8094,196,186356008,Sai Kung,22.351637838962823,114.25223878963602,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,7
8095,353,170187148,North,22.52700826704605,114.08156925054848,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,10,96.0,10.0,4.69,29
8096,801,49347934,Central & Western,22.284335596853747,114.14807899063601,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,18
8097,330,64778764,Wan Chai,22.28302541043176,114.19176099086698,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,3,73.0,10.0,1.25,4
8098,479,186407143,Yau Tsim Mong,22.29725388763268,114.17133196037285,Other,Private room,2,1.0,1.0,1.0,Real Bed,2,100.0,10.0,0.81,30
8099,196,186173279,Yau Tsim Mong,22.301118439613994,114.17257270852969,Condominium,Private room,2,1.0,0.0,1.0,Real Bed,8,98.0,10.0,3.29,11
8100,298,24854894,Yau Tsim Mong,22.319268905728727,114.16801138437373,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,10,88.0,10.0,4.11,20
8101,698,179892834,Kwai Tsing,22.34813449469019,114.10627366260344,House,Private room,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,22
8103,479,71034489,Islands,22.285063970569922,114.03975213197752,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,7
8104,157,113639415,North,22.54137705178135,114.13649518915634,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,7,89.0,9.0,2.84,15
8105,353,82984942,Sai Kung,22.354568724762945,114.24844114260866,Other,Shared room,1,2.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,18
8106,353,6110860,Yau Tsim Mong,22.30903542436987,114.16985804857643,Hostel,Private room,3,1.0,1.0,2.0,Real Bed,1,100.0,8.0,1.0,26
8107,667,183210584,Islands,22.293302681293568,113.95126228587105,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,5,96.0,10.0,2.08,42
8109,353,186561842,Yau Tsim Mong,22.295749189345017,114.17372070144978,Other,Private room,1,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,14
8110,447,186561842,Yau Tsim Mong,22.295614934872628,114.17167928849376,Other,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,14
8111,651,186561842,Yau Tsim Mong,22.297305715358366,114.17312036465569,Other,Private room,3,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,14
8113,463,183077534,Yuen Long,22.512420770422594,114.0618053225132,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,90.0,10.0,1.0,15
8114,879,186561842,Yau Tsim Mong,22.296689945191805,114.17205844436026,Other,Private room,4,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,14
8115,1303,186561842,Yau Tsim Mong,22.29580620772752,114.17178549817609,Other,Private room,5,1.0,2.0,3.0,Real Bed,0,0.0,0.0,0.0,13
8116,1601,186561842,Yau Tsim Mong,22.295531014881774,114.17358680558549,Other,Private room,6,2.0,2.0,3.0,Real Bed,0,0.0,0.0,0.0,11
8117,1986,186561842,Yau Tsim Mong,22.297049461740432,114.17238188327258,Other,Private room,8,3.0,3.0,4.0,Real Bed,0,0.0,0.0,0.0,14
8118,651,4812035,Yau Tsim Mong,22.2986373933647,114.17237470562245,Hostel,Private room,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,16
8119,353,186261763,Yau Tsim Mong,22.296282075320143,114.17149892998201,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,8
8120,1664,152939938,Yau Tsim Mong,22.301776744735083,114.17541834978373,Apartment,Entire home/apt,8,1.0,3.0,5.0,Real Bed,1,100.0,10.0,0.65,11
8121,714,179925932,Kwun Tong,22.316243411778327,114.21980480405242,House,Private room,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,22
8122,698,180293151,Eastern,22.265764501474212,114.2457630387468,House,Private room,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,22
8123,698,181771504,Kwai Tsing,22.3415482074969,114.11122872473068,House,Private room,1,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,23
8124,377,124404917,Yau Tsim Mong,22.31272141769542,114.1703196200231,Other,Private room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,20
8125,306,124404917,Yau Tsim Mong,22.31433997130028,114.17206513252265,Hostel,Private room,1,1.0,1.0,1.0,Real Bed,5,88.0,10.0,2.05,17
8126,698,182119440,Kwun Tong,22.322278315258828,114.2204571033786,House,Private room,1,1.0,0.0,1.0,Real Bed,1,100.0,10.0,0.43,22
8127,698,182173054,Eastern,22.262286656677322,114.24185156919422,House,Private room,1,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,22
8128,479,186407143,Yau Tsim Mong,22.298897622562148,114.17155996674877,Other,Private room,2,1.0,0.0,1.0,Real Bed,2,100.0,10.0,0.81,6
8129,377,124404917,Yau Tsim Mong,22.310982381494142,114.16953598922649,Other,Private room,2,1.0,1.0,1.0,Real Bed,4,95.0,10.0,1.67,17
8130,353,13299856,Yau Tsim Mong,22.323358289298287,114.17205429901692,Other,Private room,2,1.0,1.0,1.0,Real Bed,2,90.0,10.0,0.81,14
8131,479,186407143,Yau Tsim Mong,22.29871701691661,114.17090974190556,Other,Private room,2,1.0,1.0,1.0,Real Bed,2,100.0,10.0,0.9,22
8132,502,142181173,Wan Chai,22.27870723751948,114.1800664409335,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,10
8133,581,186407143,Yau Tsim Mong,22.298540619746753,114.1721998551068,House,Private room,1,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,15
